aa	0	0	1	1	1.0
ab	158	1	278	437	0.6361556064073226
a	0	5223	1422	6645	0.21399548532731377
abb	14	0	1	15	0.06666666666666667
ac	170	19	438	627	0.6985645933014354
ace	61	0	1	62	0.016129032258064516
ach	24	1	13	38	0.34210526315789475
ache	5	0	1	6	0.16666666666666666
act	57	0	4	61	0.06557377049180328
ad	103	7	342	452	0.7566371681415929
add	32	0	5	37	0.13513513513513514
adz	0	0	2	2	1.0
ae	0	0	2	2	1.0
af	28	25	127	180	0.7055555555555556
aft	0	0	25	25	1.0
ag	91	2	118	211	0.5592417061611374
age	14	0	2	16	0.125
ah	13	0	2	15	0.13333333333333333
ai	1	35	15	51	0.29411764705882354
aid	0	0	6	6	1.0
aig	6	0	1	7	0.14285714285714285
ail	5	0	2	7	0.2857142857142857
aim	0	0	3	3	1.0
air	0	0	17	17	1.0
aisle	1	1	1	3	0.3333333333333333
aisled	0	0	1	1	1.0
ais	0	2	1	3	0.3333333333333333
ait	1	2	1	4	0.25
aitch	0	0	2	2	1.0
aj	2	0	3	5	0.6
ake	2	0	1	3	0.3333333333333333
ak	4	1	4	9	0.4444444444444444
al	104	44	537	685	0.7839416058394161
alb	50	0	1	51	0.0196078431372549
ale	41	0	11	52	0.21153846153846154
all	152	0	16	168	0.09523809523809523
alm	25	7	4	36	0.1111111111111111
alms	0	0	7	7	1.0
alp	19	0	1	20	0.05
als	3	0	1	4	0.25
alt	56	0	3	59	0.05084745762711865
am	129	1	309	439	0.7038724373576309
amt	0	0	1	1	1.0
an	111	41	949	1101	0.8619436875567665
and	29	0	2	31	0.06451612903225806
anes	1	0	1	2	0.5
ankh	0	0	1	1	1.0
ann	89	0	1	90	0.011111111111111112
ant	411	0	31	442	0.07013574660633484
anx	0	0	5	5	1.0
ap	127	38	338	503	0.6719681908548708
ape	17	0	2	19	0.10526315789473684
aph	17	0	29	46	0.6304347826086957
apse	0	0	1	1	1.0
apt	11	0	6	17	0.35294117647058826
aq	18	0	9	27	0.3333333333333333
ar	87	87	465	639	0.7276995305164319
arc	68	43	12	123	0.0975609756097561
arch	58	1	42	101	0.4158415841584158
arched	0	0	1	1	1.0
are	40	0	1	41	0.024390243902439025
ark	1	0	2	3	0.6666666666666666
arles	0	0	1	1	1.0
arm	31	2	11	44	0.25
armed	0	0	1	1	1.0
arms	0	0	1	1	1.0
arse	14	0	2	16	0.125
ars	19	2	1	22	0.045454545454545456
art	77	1	11	89	0.12359550561797752
arts	0	0	1	1	1.0
as	74	23	380	477	0.7966457023060797
ash	5	0	10	15	0.6666666666666666
ask	3	0	3	6	0.5
asp	57	0	4	61	0.06557377049180328
ass	165	1	2	168	0.011904761904761904
asse	41	0	1	42	0.023809523809523808
asth	3	0	3	6	0.5
at	54	19	173	246	0.7032520325203252
ate	4	0	1	5	0.2
ath	16	0	18	34	0.5294117647058824
au	0	60	217	277	0.7833935018050542
aube	1	0	1	2	0.5
auc	2	0	4	6	0.6666666666666666
auf	0	0	1	1	1.0
aught	0	0	2	2	1.0
aug	24	2	5	31	0.16129032258064516
auk	0	0	2	2	1.0
auld	0	0	1	1	1.0
auln	1	0	1	2	0.5
aul	3	2	1	6	0.16666666666666666
aum	2	0	2	4	0.5
aun	0	3	5	8	0.625
aune	0	0	1	1	1.0
aunt	3	0	2	5	0.4
aus	1	0	23	24	0.9583333333333334
aux	0	0	9	9	1.0
av	98	0	31	129	0.24031007751937986
awe	4	0	4	8	0.5
aw	26	16	6	48	0.125
awk	0	0	3	3	1.0
awl	2	0	2	4	0.5
awm	0	0	1	1	1.0
awn	0	1	5	6	0.8333333333333334
awned	0	0	1	1	1.0
ax	0	1	27	28	0.9642857142857143
axe	0	0	1	1	1.0
ay	7	6	2	15	0.13333333333333333
aye	2	0	4	6	0.6666666666666666
ayle	0	0	1	1	1.0
ayr	1	0	1	2	0.5
az	10	0	24	34	0.7058823529411765
ba	0	746	119	865	0.1375722543352601
baa	3	0	2	5	0.4
bab	11	2	22	35	0.6285714285714286
babe	2	0	2	4	0.5
bac	5	68	40	113	0.35398230088495575
bace	0	0	1	1	1.0
bach	0	0	7	7	1.0
back	1	2	58	61	0.9508196721311475
backed	0	0	1	1	1.0
backs	17	0	1	18	0.05555555555555555
bad	4	6	8	18	0.4444444444444444
bade	0	0	1	1	1.0
badge	3	0	2	5	0.4
badg	0	2	3	5	0.6
baff	4	0	2	6	0.3333333333333333
baf	0	3	5	8	0.625
baft	1	0	1	2	0.5
bag	2	2	14	18	0.7777777777777778
bagn	0	0	1	1	1.0
bague	1	0	1	2	0.5
bah	4	0	1	5	0.2
baigne	0	0	1	1	1.0
bai	0	19	3	22	0.13636363636363635
bail	1	0	12	13	0.9230769230769231
bain	0	0	1	1	1.0
bairn	0	0	1	1	1.0
baise	0	0	1	1	1.0
bait	0	0	2	2	1.0
baize	0	0	1	1	1.0
bake	3	0	3	6	0.5
bak	0	3	7	10	0.7
bal	5	26	77	108	0.7129629629629629
bald	4	0	9	13	0.6923076923076923
bale	2	0	5	7	0.7142857142857143
balk	0	0	5	5	1.0
ball	30	0	3	33	0.09090909090909091
balm	1	0	4	5	0.8
bam	0	0	6	6	1.0
ban	2	29	47	78	0.6025641025641025
banc	2	0	1	3	0.3333333333333333
band	14	0	9	23	0.391304347826087
bane	0	0	4	4	1.0
bang	1	0	3	4	0.75
bank	0	0	8	8	1.0
banns	0	0	1	1	1.0
bans	2	0	1	3	0.3333333333333333
bant	6	0	1	7	0.14285714285714285
banx	0	0	1	1	1.0
baph	0	0	1	1	1.0
bap	0	1	12	13	0.9230769230769231
bar	20	52	133	205	0.6487804878048781
barb	37	1	1	39	0.02564102564102564
barbed	0	0	1	1	1.0
bard	1	0	8	9	0.8888888888888888
bare	0	0	16	16	1.0
barge	2	0	5	7	0.7142857142857143
bark	1	0	10	11	0.9090909090909091
barm	5	0	3	8	0.375
barn	2	0	4	6	0.6666666666666666
barque	0	0	1	1	1.0
barse	0	0	1	1	1.0
barth	0	0	1	1	1.0
bart	7	1	1	9	0.1111111111111111
bas	38	21	41	100	0.41
base	2	1	8	11	0.7272727272727273
based	0	0	1	1	1.0
bash	2	0	5	7	0.7142857142857143
bask	3	0	1	4	0.25
basque	0	0	1	1	1.0
basqu	0	1	1	2	0.5
bass	10	0	2	12	0.16666666666666666
bast	13	1	1	15	0.06666666666666667
baste	0	0	1	1	1.0
bat	14	14	44	72	0.6111111111111112
batch	0	0	1	1	1.0
bate	2	0	4	6	0.6666666666666666
bath	6	1	6	13	0.46153846153846156
bathe	2	0	1	3	0.3333333333333333
bats	0	0	1	1	1.0
batz	0	0	1	1	1.0
bau	0	3	5	8	0.625
bauk	0	0	1	1	1.0
baun	0	0	1	1	1.0
baux	0	0	1	1	1.0
bav	3	0	2	5	0.4
baw	0	9	8	17	0.47058823529411764
bawd	1	0	6	7	0.8571428571428571
bawl	0	0	2	2	1.0
bawn	0	0	1	1	1.0
bax	0	0	1	1	1.0
bay	4	2	8	14	0.5714285714285714
bayed	0	0	1	1	1.0
bays	0	0	1	1	1.0
bdel	0	0	4	4	1.0
be	0	399	440	839	0.5244338498212158
beach	0	1	2	3	0.6666666666666666
beached	0	0	1	1	1.0
bea	5	79	10	94	0.10638297872340426
bead	3	2	7	12	0.5833333333333334
beads	1	0	2	3	0.6666666666666666
beak	0	1	4	5	0.8
beaked	0	0	1	1	1.0
beal	0	0	1	1	1.0
beam	0	1	10	11	0.9090909090909091
beamed	0	0	1	1	1.0
bean	0	0	1	1	1.0
bear	0	6	13	19	0.6842105263157895
beard	0	0	5	5	1.0
bearn	0	0	1	1	1.0
beast	0	0	7	7	1.0
beat	5	1	4	10	0.4
beath	0	0	1	1	1.0
beau	0	2	16	18	0.8888888888888888
beaux	0	0	2	2	1.0
bec	18	6	3	27	0.1111111111111111
bech	3	0	2	5	0.4
beck	0	0	4	4	1.0
bed	31	3	40	74	0.5405405405405406
bede	10	1	2	13	0.15384615384615385
bedes	0	0	1	1	1.0
bee	1	25	8	34	0.23529411764705882
beech	0	0	4	4	1.0
beef	0	0	5	5	1.0
beeld	0	0	1	1	1.0
beem	1	0	1	2	0.5
been	0	0	1	1	1.0
beer	0	0	5	5	1.0
beest	0	0	1	1	1.0
bees	0	1	2	3	0.6666666666666666
beet	3	1	2	6	0.3333333333333333
beete	0	0	1	1	1.0
beeve	0	1	1	2	0.5
beeves	0	0	1	1	1.0
beg	33	0	11	44	0.25
beige	0	0	1	1	1.0
beild	0	0	1	1	1.0
bel	38	15	45	98	0.45918367346938777
belch	0	0	2	2	1.0
belk	0	0	1	1	1.0
bell	27	2	7	36	0.19444444444444445
belle	2	1	1	4	0.25
belled	0	0	1	1	1.0
belt	2	0	3	5	0.6
ben	25	11	59	95	0.6210526315789474
bench	0	0	2	2	1.0
bend	1	0	6	7	0.8571428571428571
bene	39	0	1	40	0.025
bent	5	0	2	7	0.2857142857142857
berbe	3	0	1	4	0.25
ber	14	15	30	59	0.5084745762711864
bere	5	0	1	6	0.16666666666666666
berg	5	1	6	12	0.5
bergh	0	0	1	1	1.0
berke	0	0	1	1	1.0
berm	0	0	1	1	1.0
bers	2	0	1	3	0.3333333333333333
berth	2	0	3	5	0.6
best	26	0	1	27	0.037037037037037035
bes	98	1	5	104	0.04807692307692308
bet	36	4	12	52	0.23076923076923078
bete	4	0	1	5	0.2
beth	5	0	3	8	0.375
bev	1	0	7	8	0.875
bew	32	0	1	33	0.030303030303030304
bey	1	0	2	3	0.6666666666666666
bez	3	0	5	8	0.625
bhang	0	0	1	1	1.0
